manv,hoten,gioitinh,ngaysinh,luong,maph,sdt,ngaybc
QT1754,Mai Thịnh Chiến,Nam,1968-10-07,11841031,QTA,0197907429,2019-02-26
PR1609,Phạm Hải Nam,Nam,1996-09-21,6185913,PRC,0193996924,2016-09-15
DV1684,Tạ Thị Diễm Dung,Nữ,1979-12-10,8095227,DVK,0363328367,2016-03-05
HC1704,Phạm Bá Kiên,Nam,1972-09-18,8813589,HCA,0127667262,2013-09-23
TC1691,Trần Lan Linh,Nữ,2000-12-25,10744460,TCA,0362092501,2012-10-26
KD1669,Thái Châu Lan,Nữ,1981-08-10,8726377,KDA,0363401027,2021-02-15
DV1685,Bùi Việt Bảo,Nam,1973-01-29,7556404,DVK,0196994951,2013-12-12
QT1755,Tôn Đức Hưng,Nam,1997-01-17,8631541,QTA,0181686849,2012-07-19
HC1705,Mạc Thắng Hiếu,Nam,1966-01-09,13439892,HCA,0328707985,2019-03-24
QT1756,Kiều Cường Quân,Nam,1984-08-17,12011461,QTA,0167471617,2014-06-01
TT1728,Phạm Bình Mạnh,Nam,1989-09-21,9010785,MKA,0396028763,2023-07-09
KD1670,Dương Lâm Hiếu,Nam,1996-09-18,6341939,KDA,0326830880,2017-12-05
PR1610,Phan Lan Trinh,Nữ,2000-09-09,8940283,PRC,0381136507,2010-07-05
QT1757,Dương Đình Hưng,Nam,1967-10-29,10190587,QTA,0186660268,2014-11-01
TC1692,Từ Diệp Ngọc,Nữ,1970-12-20,8860006,TCA,0328421719,2011-09-02
KH1683,Bùi Cảnh Anh,Nam,1965-01-29,11206508,KHO,0328095230,2022-11-02
DV1686,Hà Tấn Kiên,Nam,1987-02-27,9566054,DVK,0326175139,2020-07-01
HC1706,Hoàng Đạt Giang,Nam,1983-01-04,13134504,HCA,0366679674,2010-11-24
PR1611,Vũ Toàn Thịnh,Nam,1985-12-04,8174243,PRC,0381175761,2022-03-11
KT1682,Triệu Phát Minh,Nam,1978-08-21,7355276,KTA,0324549588,2022-04-04
QT1758,La Khắc Phong,Nam,1985-04-14,8099681,QTA,0180189820,2023-02-13
MK1702,Hà Duy Tài,Nam,1997-01-02,9415122,MKA,0164008388,2016-02-08
KT1683,Trịnh Diệu Quỳnh,Nữ,1965-05-03,13780652,KTA,0326716573,2020-10-29
KD1671,Bùi Văn Mạnh,Nam,2000-08-20,10364804,KDA,0395991928,2018-09-07
TT1729,Phan Kiên Anh,Nam,2000-09-04,13920147,QTA,0389144238,2012-04-11
QT1759,Lý Phương Minh,Nam,1984-06-27,9019513,QTA,0393493793,2017-04-21
NS1708,Triệu Thị Yến,Nữ,1968-04-09,7961638,NSU,0382187560,2012-09-22
KD1672,Ngô Khánh Nga,Nữ,1985-06-07,13104062,KDA,0329458432,2011-07-28
KD1673,Trần Sơn Đạt,Nam,1977-10-25,8660060,KDA,0183609258,2014-12-05
QT1760,Mai Chí Duy,Nam,1999-04-26,11106182,QTA,0196868822,2019-07-09
PR1612,Lê Tiến Hoàng,Nam,1967-04-29,6077851,PRC,0360289379,2021-08-23
HC1707,Tôn Thị Ánh Uyên,Nữ,1981-12-01,7675302,HCA,0197276689,2013-06-02
DV1687,Tôn Mỹ Khang,Nam,1999-06-03,11227751,DVK,0125289825,2021-03-15
NS1709,Thái Khánh Hùng,Nam,1983-05-17,11720938,NSU,0123775257,2022-02-18
HC1708,Vũ Liêm Toàn,Nam,1973-12-05,12804396,HCA,0199882238,2023-01-27
KD1674,Cao Vượng Quân,Nam,1997-11-21,6752097,KDA,0320390021,2010-01-29
HC1709,Tôn My Bích,Nữ,1982-09-18,11878954,HCA,0395021906,2011-01-09
NS1710,Phạm Thị Trang Linh,Nữ,1988-12-02,11370265,NSU,0396077779,2022-07-05
TC1693,Tôn Chính Đạt,Nam,1970-09-29,14266586,TCA,0169176579,2020-02-01
KD1675,Cao Thị Lan Anh,Nữ,1982-07-07,8735144,KDA,0125712056,2017-10-19
TT1730,Châu Nhật Hưng,Nam,1975-08-03,14671353,TCA,0163065127,2017-10-03
DV1688,Cao My Mỹ,Nữ,1974-12-04,13541948,DVK,0198469670,2012-07-13
QT1761,Lê Bá Thiện,Nam,1981-08-06,12584926,QTA,0390131160,2012-12-22
KH1684,Hoàng Hương Uyên,Nữ,1966-12-18,7164849,KHO,0183777901,2010-12-24
TC1694,Hoàng Thị Tú Hương,Nữ,1974-12-23,13607749,TCA,0195441978,2011-10-20
TT1731,Phạm Phú Kiên,Nam,1998-08-17,8038030,TCA,0197587420,2015-06-18
TT1732,Cao Viễn Nam,Nam,1993-10-15,11636008,DVK,0122674456,2015-04-14
QT1762,Mai Việt Hoàng,Nam,1999-01-30,12445922,QTA,0395152380,2014-04-19
MK1703,Vũ Thị Dung Lan,Nữ,1997-02-22,8781742,MKA,0395558803,2016-07-01
KT1684,Từ Lan Ngân,Nữ,1980-06-02,11012918,KTA,0127646250,2019-06-16
PR1613,Bùi Thị Diễm Hương,Nữ,1978-07-11,12304196,PRC,0383977791,2020-09-14
NS1711,Bùi Thị Nga Thu,Nữ,1995-10-16,12380855,NSU,0323881943,2011-02-05
NS1712,Hồ Bích Hà,Nữ,1965-01-10,14072768,NSU,0182833510,2011-11-26
DV1689,Cao Cường Thịnh,Nam,1980-07-03,14834944,DVK,0162114755,2023-10-16
KT1685,Triệu Mai Diễm,Nữ,1980-02-05,7208330,KTA,0164325610,2012-10-24
TC1695,Võ Thanh Đạt,Nam,1990-01-14,10699024,TCA,0395044089,2018-10-20
HC1710,Hồ Quỳnh Trang,Nữ,1996-06-16,14724370,HCA,0365035018,2017-05-14
TT1733,Tạ Thị Chi Uyên,Nữ,1982-08-11,8314662,MKA,0386824740,2015-01-21
PR1614,Võ Vượng Đạt,Nam,1982-10-01,14144038,PRC,0180862137,2018-02-20
HC1711,Đỗ Đạt Đức,Nam,1980-01-13,10768925,HCA,0326155916,2016-04-23
KD1676,Thái Thị Thảo Giang,Nữ,1992-12-15,14363516,KDA,0120370850,2019-03-26
PR1615,Dương Cường Đạt,Nam,1981-04-01,6214617,PRC,0168362881,2010-12-27
DV1690,Hoàng Diệu Vân,Nữ,1965-01-28,11292457,DVK,0197206797,2014-03-25
MK1704,Phan Cảnh Hải,Nam,1986-05-16,10047043,MKA,0197133456,2011-11-14
KD1677,Trần Tuyết Linh,Nữ,1969-01-11,11742767,KDA,0360635411,2011-07-11
TC1696,Từ Thị Uyên Nga,Nữ,1975-10-12,10260386,TCA,0328702856,2015-08-26
TT1734,Lý Ánh Hiền,Nữ,1973-06-13,11986082,PRC,0321921141,2018-02-21
QT1763,Đỗ Tín Việt,Nam,1979-12-28,8465475,QTA,0388273207,2015-05-19
KD1678,Vũ Hương Vân,Nữ,1992-12-11,7416823,KDA,0164254118,2022-04-06
TT1735,Nguyễn Thị Nhung Thủy,Nữ,1994-07-15,6615931,HCA,0321319307,2017-12-12
MK1705,Triệu Yến Diệu,Nữ,1969-10-31,7580882,MKA,0194575567,2020-08-05
KH1685,Mai Đức Thịnh,Nam,1974-08-29,13660277,KHO,0326442646,2010-07-12
KT1686,Võ Hưng Hoàng,Nam,1981-12-21,9123924,KTA,0398371152,2018-01-11
KH1686,Quách Mai Kim,Nữ,1970-08-30,7687336,KHO,0169206518,2011-03-04
PR1616,Võ Thị Chi Thảo,Nữ,1988-07-08,7309782,PRC,0386765226,2018-03-21
TC1697,Phan Thị Hiền Dung,Nữ,1982-11-02,12599287,TCA,0188174693,2010-04-28
MK1706,Mạc Thị Dung Bích,Nữ,1993-11-17,11480475,MKA,0163066326,2018-07-20
QT1764,Hồ Phong Anh,Nam,1981-02-22,14895715,QTA,0121213082,2021-05-22
NS1713,Hồ Bích Dung,Nữ,1973-08-02,11464028,NSU,0164549091,2015-01-25
KH1687,Hồ Chí Bình,Nam,2000-06-16,9345332,KHO,0187488971,2016-12-07
TC1698,Ngô Quỳnh Mỹ,Nữ,1971-10-11,9452270,TCA,0398459383,2018-04-17
PR1617,Tạ Long Hoàng,Nam,1992-10-08,13654624,PRC,0390169284,2016-08-24
KH1688,Vũ Thế Vinh,Nam,1980-09-13,13272693,KHO,0123878079,2020-02-13
NS1714,Ngô Nghĩa Tùng,Nam,1969-06-11,10167833,NSU,0321764656,2016-01-18
KH1689,Cao Toàn Bình,Nam,1981-07-18,12007950,KHO,0397887863,2019-12-25
MK1707,Hoàng Kiên Bình,Nam,1976-08-03,13245030,MKA,0188022874,2013-01-15
KT1687,Thái Phú Xuân,Nam,1998-02-27,10748001,KTA,0161319737,2016-01-03
QT1765,Mạc Gia Bảo,Nam,1978-04-14,9646465,QTA,0369919614,2023-04-10
TC1699,Võ Lâm Dũng,Nam,1980-08-14,14213938,TCA,0363797996,2023-11-26
KT1688,Tôn Thị Mai Bích,Nữ,1973-06-09,7652047,KTA,0194723092,2015-10-01
NS1715,Châu Khang Đạt,Nam,1969-04-14,10858617,NSU,0182662702,2010-08-05
TT1736,Châu Quỳnh Diễm,Nữ,1999-05-18,6167803,HCA,0192885243,2013-12-15
TT1737,Phạm Tín Đức,Nam,1990-01-21,11894661,KTA,0387501544,2021-06-24
HC1712,Lê Liêm Chiến,Nam,1996-06-20,9606046,HCA,0187617019,2019-08-02
NS1716,Mạc Khôi Kiên,Nam,1981-03-09,6385035,NSU,0167199711,2014-03-16
DV1691,La Toàn Minh,Nam,1997-10-29,6047111,DVK,0363728096,2016-03-08
PR1618,Tạ Thu Hà,Nữ,1977-09-11,6560687,PRC,0185253834,2017-03-08
MK1708,Bùi Phong Khang,Nam,1977-12-16,7986183,MKA,0322293775,2015-08-10
PR1619,Triệu Hiển Phúc,Nam,2000-03-12,12030323,PRC,0365174546,2010-01-03
KH1690,Từ Tuyết Thủy,Nữ,1983-11-12,6859715,KHO,0181022559,2017-03-23
TT1738,Tạ Anh Thắng,Nam,1977-05-28,10942929,MKA,0325585468,2018-05-11
TT1739,Triệu Thị Thảo Liên,Nữ,1981-11-21,13944277,PRC,0124429984,2013-11-14
KH1691,Lý Mai Vân,Nữ,1977-09-06,12317681,KHO,0163851097,2011-02-21
PR1620,Kiều Châu Trinh,Nữ,1981-09-01,10184181,PRC,0322083799,2018-11-28
KT1689,Lý Khôi Thịnh,Nam,1980-02-03,6801400,KTA,0399219779,2012-03-05
KH1692,Ngô Cường Tùng,Nam,1968-08-01,8807603,KHO,0196424733,2015-02-21
KD1679,Trịnh Thị Dung Thu,Nữ,1984-01-05,12493393,KDA,0360022865,2011-05-31
KH1693,Dương Hào Cường,Nam,1968-03-13,13000752,KHO,0361205077,2013-05-15
TC1700,Thái Tâm Tuấn,Nam,1993-10-10,10594671,TCA,0361867413,2019-03-15
TT1740,Thái Thị Hiền Thảo,Nữ,1985-03-23,6817643,KHO,0129910729,2012-06-19
KH1694,Lý Thị Hạnh Yến,Nữ,2000-01-23,14121590,KHO,0391078399,2020-05-19
PR1621,Dương Thị Hạnh Linh,Nữ,1977-08-10,7963062,PRC,0127988717,2014-01-23
DV1692,Kiều Thị Lan Mai,Nữ,1992-01-12,9487885,DVK,0390109426,2019-07-01
KH1695,Mạc Thị Lan Nhung,Nữ,1988-05-23,10428310,KHO,0199395591,2016-08-18
NS1717,Kiều Thu Hạnh,Nữ,1987-11-01,12223868,NSU,0369999206,2019-05-10
KH1696,Trịnh Thị Hạnh Ngọc,Nữ,1971-02-05,13400928,KHO,0194548337,2014-02-06
NS1718,Bùi Thị Linh Anh,Nữ,1977-01-02,9784360,NSU,0387589992,2015-08-06
KT1690,Mai Thị Huyền,Nữ,1982-02-14,13350343,KTA,0394148579,2016-01-23
DV1693,Hà Tuyết Bích,Nữ,1993-05-13,9181002,DVK,0197079036,2010-10-30
KD1680,Trần Tuấn Việt,Nam,1994-02-10,14501809,KDA,0395010098,2014-12-18
DV1694,Mai Thị Trang Hà,Nữ,1980-10-08,9601030,DVK,0392600725,2011-05-17
KD1681,Phan Đức Tuấn,Nam,1976-03-19,10786537,KDA,0396653083,2011-06-14
HC1713,La Bá Đức,Nam,1987-09-25,12221941,HCA,0397367855,2016-01-16
PR1622,Đỗ Hải Nam,Nam,1984-12-08,12233273,PRC,0198689752,2011-10-17
MK1709,Võ Việt Tuấn,Nam,1993-10-01,13238149,MKA,0386436944,2012-01-07
KH1697,Kiều Bá Trí,Nam,1985-11-27,6214672,KHO,0394974853,2019-04-27
KD1682,Bùi Bích Loan,Nữ,1999-10-06,9368638,KDA,0386355065,2016-04-09
KD1683,Nguyễn Toàn Trung,Nam,1981-01-17,14096925,KDA,0324344247,2023-01-24
KD1684,Phan Thu Hà,Nữ,1986-04-04,9923026,KDA,0328853805,2010-12-31
HC1714,Tạ Dũng Sơn,Nam,1990-10-23,8760304,HCA,0161842208,2023-02-05
HC1715,La Quang Long,Nam,1980-06-15,9707390,HCA,0367891426,2012-04-19
MK1710,Thái Thị Thu Ánh,Nữ,1978-04-17,8377001,MKA,0127475016,2016-05-05
NS1719,Đặng Khoa Phúc,Nam,1981-06-26,10273829,NSU,0181131238,2013-08-12
TC1701,Hồ Viễn Minh,Nam,1998-08-31,9035898,TCA,0382927668,2017-06-28
NS1720,Hoàng Trí Cường,Nam,1969-06-06,13651107,NSU,0387134208,2014-01-13
QT1766,Vũ Nghĩa Tài,Nam,1973-05-10,12164563,QTA,0129857481,2021-07-06
KD1685,Quách Thị Hà Phương,Nữ,1984-12-03,14122428,KDA,0190231899,2021-06-07
QT1767,Thái Công Quân,Nam,1990-08-28,10316682,QTA,0126935369,2017-05-30
MK1711,Hồ Thị Nhung Thu,Nữ,1996-02-06,7772349,MKA,0160701700,2023-01-26
NS1721,Dương Thọ Bảo,Nam,1992-07-24,12723688,NSU,0380339147,2020-01-20
TT1741,Võ Diệp Tú,Nữ,1976-06-05,13483900,,0123162304,2019-05-21
KT1691,Trần Phong Hiếu,Nam,1989-08-06,10077388,KTA,0364145544,2019-12-21
KT1692,Tạ Bích Mai,Nữ,1971-06-21,8813147,KTA,0386337538,2015-03-08
HC1716,Tôn Xuân Trung,Nam,1972-02-11,6510158,HCA,0363370323,2012-02-12
DV1695,Triệu Bích Oanh,Nữ,1997-09-04,6932821,DVK,0166275263,2016-07-29
KD1686,Từ Trúc Uyên,Nữ,1981-12-25,8382035,KDA,0384674180,2012-04-04
DV1696,Lý Phú Hiếu,Nam,1999-04-30,11633317,DVK,0369584808,2017-05-14
HC1717,Trần Tài Đức,Nam,1972-11-19,13123343,HCA,0169441442,2020-01-27
TT1742,Tạ Danh Mạnh,Nam,1983-11-26,10282727,,0368396393,2015-01-16
DV1697,Tôn Thiện Trí,Nam,1965-02-15,6962860,DVK,0387314548,2020-11-29
NS1722,Lê Thị Uyên Hương,Nữ,1979-11-18,11904927,NSU,0324664414,2023-08-25
KT1693,Nguyễn Trung Hiếu,Nam,1992-04-04,14666795,KTA,0320716689,2010-11-11
QT1768,Tôn Lan Trinh,Nữ,1996-03-18,12804055,QTA,0329684184,2013-02-12
KD1687,Mai Tài Mạnh,Nam,1999-02-22,7365485,KDA,0361129198,2018-06-04
KT1694,Phạm Đạt Tùng,Nam,1976-08-28,13718775,KTA,0122144696,2021-06-13
NS1723,Hồ Thị Phương Hạnh,Nữ,1996-01-06,13739818,NSU,0395511559,2012-03-08
KD1688,Đặng Thiện Sơn,Nam,1999-05-18,9072303,KDA,0168984049,2010-09-22
PR1623,Đỗ Trúc Ngọc,Nữ,1977-07-04,7409008,PRC,0162751363,2010-03-30
NS1724,Tôn Thị Phương Ánh,Nữ,1982-02-12,11724244,NSU,0167265826,2016-11-15
PR1624,Dương Phương Trí,Nam,2000-07-04,13425097,PRC,0169465190,2018-04-04
DV1698,Tôn Ánh Hạnh,Nữ,1982-08-11,7546522,DVK,0391794802,2019-11-01
NS1725,Châu Thị Hương Thủy,Nữ,1990-09-21,9125649,NSU,0385389338,2021-11-15
KT1695,Triệu Khoa Hoàng,Nam,1978-06-19,6330516,KTA,0363404653,2015-07-08
TC1702,Trần Hiển Cường,Nam,1977-06-06,13232401,TCA,0392899781,2023-10-04
HC1718,Mai Thái Sơn,Nam,1984-12-13,12074382,HCA,0187938460,2013-11-20
TC1703,Lê Thị Phương Oanh,Nữ,1997-05-29,11741282,TCA,0380894427,2016-08-20
NS1726,Cao Hồng Nam,Nam,2000-01-21,14272285,NSU,0185761723,2011-11-13
KD1689,Vũ Thị Phương Anh,Nữ,1981-09-29,12497232,KDA,0382611442,2012-07-30
TT1743,Lê Lan Hương,Nữ,1979-04-17,6348320,KDA,0160995108,2016-06-15
NS1727,Mai Uyên Tiên,Nữ,1993-04-29,12676359,NSU,0188348559,2023-04-29
TC1704,Lý Dũng Quang,Nam,1975-03-06,13673029,TCA,0183221798,2016-12-19
KH1698,Kiều Thị Linh Lan,Nữ,1990-03-26,6262689,KHO,0120288817,2023-02-02
TC1705,Dương Thu Diễm,Nữ,1977-02-27,10645395,TCA,0169169398,2018-07-20
TC1706,Võ Tiến Mạnh,Nam,1992-09-15,13960152,TCA,0198384521,2018-12-26
TT1744,Trịnh Hưng Lâm,Nam,1981-08-17,13090088,MKA,0367253748,2013-07-18
KD1690,La Quốc Trung,Nam,2000-01-20,11549190,KDA,0322265370,2022-03-05
HC1719,Từ Thị Ánh Bích,Nữ,2000-12-21,13410247,HCA,0184154001,2021-09-10
DV1699,Châu Hiếu Bảo,Nam,1981-11-05,14628077,DVK,0397248327,2017-03-20
MK1712,La Lan Nhung,Nữ,1998-09-10,11299864,MKA,0392461731,2022-12-25
DV1700,Vũ Long Hưng,Nam,1981-01-19,13159404,DVK,0122730842,2015-03-23
NS1728,Trịnh Thị Tú Vân,Nữ,1996-06-24,10747820,NSU,0164106241,2010-10-05
KD1691,Hoàng Thị Dung Ánh,Nữ,1966-11-22,6903388,KDA,0124414677,2012-01-01
NS1729,Hồ My Hạnh,Nữ,1984-10-09,9846544,NSU,0168687820,2020-06-17
HC1720,Quách Khôi Việt,Nam,1965-12-04,6833652,HCA,0327328835,2011-03-18
NS1730,Kiều Thu Thu,Nữ,1992-10-27,11981838,NSU,0395590279,2011-03-08
KH1699,Ngô Thị Hoa Trinh,Nữ,1979-05-03,12086627,KHO,0167729683,2020-08-25
NS1731,Nguyễn Diệu Thu,Nữ,1997-08-10,6668780,NSU,0369471291,2023-01-17
TC1707,Cao Thị Nhung Dung,Nữ,1991-06-03,9716089,TCA,0123905610,2016-05-04
NS1732,Trần Ánh Kim,Nữ,1978-11-14,11278206,NSU,0327684571,2017-12-16
MK1713,Hồ Thị Thảo Tiên,Nữ,1997-04-28,8212252,MKA,0322622734,2017-02-12
KH1700,Tạ Thị Lan Trinh,Nữ,1971-09-27,13684203,KHO,0368632174,2014-12-06
KT1696,Phan Lan My,Nữ,1984-03-17,14198716,KTA,0380582136,2015-04-28
KT1697,La Cường Chiến,Nam,1978-10-09,11161204,KTA,0388578657,2018-08-11
PR1625,Mai Uyên Hà,Nữ,1966-11-17,10484924,PRC,0329035802,2023-04-05
MK1714,Dương Phúc Long,Nam,1992-06-28,12175741,MKA,0181065003,2020-01-17
KT1698,Hà Thị Bích Bích,Nữ,1972-05-07,6467010,KTA,0184021278,2016-07-03
PR1626,Đỗ Thị Thu Diễm,Nữ,1974-12-29,13951938,PRC,0384586985,2012-02-23
QT1769,Hà Thị Chi Hương,Nữ,1967-04-07,12774476,QTA,0160949975,2021-05-30
QT1770,Lương Tấn Thiện,Nam,1978-12-09,12534093,QTA,0324166994,2023-05-10
KH1701,Hồ Quỳnh Linh,Nữ,2000-12-20,9674133,KHO,0367789290,2020-06-16
HC1721,Cao Hồng Oanh,Nữ,1994-11-30,12990138,HCA,0123293110,2013-06-07
MK1715,Tạ Lộc Kiên,Nam,1979-03-01,8744826,MKA,0160689309,2011-07-19
DV1701,Trịnh Kiên Quang,Nam,1991-01-26,7136788,DVK,0366906026,2023-10-13
TC1708,Đỗ Tùng Đức,Nam,1970-01-06,14588598,TCA,0198782235,2021-10-14
TT1745,Hà Ngọc Uyên,Nữ,1975-08-08,12293901,HCA,0196497622,2022-04-12
KD1692,Quách Thị Hiền Liên,Nữ,1970-08-18,7100949,KDA,0367263295,2014-06-06
TT1746,Cao Anh Thiện,Nam,1996-02-12,6970188,QTA,0326912157,2022-12-26
NS1733,Quách Quang Đạt,Nam,1989-11-24,6408555,NSU,0320339792,2018-09-23
TT1747,Châu Khắc Dũng,Nam,1968-11-30,7255484,MKA,0199399965,2017-10-28
KH1702,Hồ Chính Thiện,Nam,1966-10-19,14242365,KHO,0167221575,2020-02-20
KH1703,Lê Hồng Hiếu,Nam,1969-01-15,14532205,KHO,0397655179,2020-12-04
TC1709,Trần Phong Khánh,Nam,1984-09-20,7691378,TCA,0192081723,2016-02-28
KT1699,Châu Nghĩa Hải,Nam,1972-06-15,7565761,KTA,0180191372,2015-10-17
TT1748,Nguyễn Thị Hà Liên,Nữ,1983-08-17,14302687,HCA,0199185405,2013-08-30
HC1722,Thái Thắng Dũng,Nam,1978-10-07,14031892,HCA,0398329373,2018-02-16
PR1627,Thái Thị Phương Tiên,Nữ,1997-06-25,13444999,PRC,0187614029,2013-05-26
DV1702,Nguyễn Thị Nhung Thanh,Nữ,1976-03-17,12681020,DVK,0180357617,2011-05-13
PR1628,Từ Lâm Tài,Nam,1971-12-26,10633775,PRC,0125936975,2019-12-30
PR1629,Bùi Thị Uyên Lan,Nữ,1984-09-14,11367706,PRC,0392884094,2015-07-10
TC1710,Cao Thanh Quỳnh,Nữ,1985-08-11,6316345,TCA,0189978734,2017-10-06
DV1703,Lương Châu Hiền,Nữ,1993-05-01,10443916,DVK,0123578122,2016-12-04
TT1749,Dương Đại Đức,Nam,1976-10-05,8145570,QTA,0186792710,2019-02-04
HC1723,Triệu Phương Toàn,Nam,1994-09-11,7768720,HCA,0126667287,2023-02-15
KD1693,Lê Tiến Toàn,Nam,1971-05-30,8604371,KDA,0387554641,2018-03-15
PR1630,Phạm Hoàng Khánh,Nam,1998-07-04,10622251,PRC,0361241433,2023-05-18
KH1704,Ngô Trường Xuân,Nam,1970-12-06,9580924,KHO,0367216660,2020-12-16
TC1711,Tôn Tiến Kiên,Nam,1973-04-05,6614012,TCA,0166768519,2015-05-14
NS1734,Hoàng Trường Hùng,Nam,1976-06-03,13019792,NSU,0325519855,2012-09-27
TC1712,La Bình Nam,Nam,1966-05-22,14483059,TCA,0382702059,2014-11-12
TC1713,Châu Bích Tiên,Nữ,1987-11-14,8407132,TCA,0397304323,2016-08-03
DV1704,Đỗ Vy Thủy,Nữ,1978-04-17,14171218,DVK,0328165075,2019-06-13
DV1705,Bùi Diệp Mỹ,Nữ,1993-07-08,6897976,DVK,0384583497,2012-07-20
KT1700,Kiều Thị Hạnh My,Nữ,1998-05-12,6382140,KTA,0191843973,2015-10-25
DV1706,Phan Thị Bích Linh,Nữ,1982-08-16,10208837,DVK,0128338983,2021-11-14
KH1705,Lê Lâm Minh,Nam,1977-08-03,6216128,KHO,0129932944,2013-07-08
PR1631,Vũ Vy Hương,Nữ,1982-12-22,6287924,PRC,0164447411,2010-10-12
QT1771,Trần Hồng Mai,Nữ,1985-01-14,11248388,QTA,0389307015,2019-08-21
TT1750,Ngô Tín Duy,Nam,1972-08-13,8588200,PRC,0393388162,2014-02-17
KD1694,Hà Công Thắng,Nam,1999-02-04,11861187,KDA,0386907493,2019-11-23
KT1701,Mai Khánh Trang,Nữ,1974-04-26,7970932,KTA,0321259552,2012-06-18
KD1695,Mạc Thái Bảo,Nam,1997-10-08,13545734,KDA,0122907601,2023-04-10
KT1702,Mai Diệu Chi,Nữ,1990-01-19,9048624,KTA,0388816643,2021-09-23
PR1632,Hồ Thanh Hạnh,Nữ,1968-05-08,10603298,PRC,0367711284,2022-07-06
NS1735,Võ Vy Ngân,Nữ,1992-08-23,6911826,NSU,0392056022,2011-01-26
KH1706,Cao Liêm Mạnh,Nam,1985-10-20,9747540,KHO,0125923239,2016-01-10
MK1716,Thái Mạnh Bình,Nam,1974-08-30,8053488,MKA,0199628414,2010-04-04
NS1736,Triệu Khánh Linh,Nữ,1993-01-30,6275210,NSU,0362486249,2011-03-22
KH1707,Phan Trúc Loan,Nữ,1967-06-15,14658845,KHO,0365240617,2011-04-22
TC1714,Cao Khoa Toàn,Nam,1979-10-12,10958243,TCA,0393455847,2013-12-14
KT1703,Mai Thu Thủy,Nữ,1987-11-01,8292454,KTA,0362247054,2021-10-07
PR1633,Hồ Hữu Giang,Nam,1982-12-06,8264679,PRC,0182197340,2011-10-02
HC1724,Phan Khánh Diễm,Nữ,1986-05-27,7028345,HCA,0395746139,2010-04-09
TT1751,Châu Thị Hoa Giang,Nữ,1974-03-02,10671697,QTA,0325054667,2022-08-15
KT1704,Tạ Nhi Lan,Nữ,1977-06-30,10081181,KTA,0124449925,2013-05-02
NS1737,Mạc Trúc Hương,Nữ,1974-12-24,11082136,NSU,0323781617,2019-07-05
KD1696,Triệu Tuyết Yến,Nữ,1967-06-03,7679072,KDA,0185601543,2016-01-25
HC1725,Võ Trúc Linh,Nữ,1969-01-22,7304831,HCA,0196419303,2016-09-27
PR1634,Châu Gia Long,Nam,1991-05-23,7330403,PRC,0169183345,2023-10-01
PR1635,Lê Nhi Bích,Nữ,1987-02-22,14700046,PRC,0121374719,2017-01-20
PR1636,Cao Hải Hùng,Nam,1999-10-20,11623263,PRC,0198261479,2022-02-27
PR1637,Lý Vinh Sơn,Nam,1979-10-20,7776913,PRC,0163004284,2013-10-15
TC1715,Trần Thị Diễm Nga,Nữ,1995-03-25,13645272,TCA,0363326419,2015-06-07
PR1638,Võ Thị Hà Tú,Nữ,1994-10-25,12664868,PRC,0195762496,2019-10-21
PR1639,Hồ Bá Lâm,Nam,1981-10-17,8230323,PRC,0386823066,2013-05-13
TC1716,Mai Long Trí,Nam,1984-05-13,7606661,TCA,0129518184,2013-07-16
KH1708,Tôn Thị Hiền Anh,Nữ,1973-10-07,13498412,KHO,0382483157,2017-04-26
MK1717,Nguyễn Nhân Minh,Nam,1968-08-03,11657033,MKA,0364747718,2022-12-12
NS1738,Lương Đạt Chiến,Nam,1978-08-26,10414792,NSU,0320829886,2022-10-28
DV1707,Dương Uyên Hạnh,Nữ,1996-08-28,7284345,DVK,0322050524,2015-01-03
TC1717,Hoàng Thị Phương Huyền,Nữ,1976-03-30,8625908,TCA,0129466778,2017-01-31
TC1718,Vũ Dũng Minh,Nam,1982-06-29,13625760,TCA,0364937556,2010-08-31
KT1705,Kiều Văn Kiên,Nam,1975-06-08,14073478,KTA,0188246712,2011-02-04
TT1752,Lý Danh Cường,Nam,2000-10-02,8565117,TCA,0362742329,2019-05-13
PR1640,Hoàng Thị Trang Giang,Nữ,1968-07-30,7885526,PRC,0129934013,2013-10-13
HC1726,Nguyễn Diệu Quỳnh,Nữ,1997-06-28,8140523,HCA,0396984044,2013-03-06
QT1772,Mai Khang Sơn,Nam,1987-11-24,11422642,QTA,0384176281,2012-08-06
KT1706,Tạ Sáng Phong,Nam,2000-04-15,8652116,KTA,0398658705,2016-12-29
QT1773,Lê Thị Thảo Mai,Nữ,1983-10-02,8204270,QTA,0391669425,2017-03-23
KH1709,Phan Hiếu Khang,Nam,1987-04-19,11185602,KHO,0360377046,2021-01-21
KT1707,Phan Hồng Ánh,Nữ,1972-10-05,8947866,KTA,0161694612,2016-12-30
MK1718,Tạ Tiến Toàn,Nam,1970-05-01,12430479,MKA,0129593408,2022-11-23
QT1774,Cao Thị Thu Oanh,Nữ,1998-05-26,7693510,QTA,0384745974,2010-01-04
NS1739,La Vinh Sơn,Nam,1981-02-23,13501719,NSU,0365167842,2016-02-22
KH1710,Bùi Thị Mai Tiên,Nữ,1991-02-22,14418280,KHO,0122792931,2023-06-12
TC1719,Bùi Thị Ánh Thủy,Nữ,1979-02-14,8251200,TCA,0391016737,2023-11-21
